message,intent
Helicopter rescue needed for a group of hikers in Nuwara Eliya.,Rescue
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Helicopter rescue needed for a group of hikers in Ja-Ela.,Rescue
URGENT: Landslide in Matara. 10 houses buried. Need rescue team immediately.,Rescue
The government has allocated relief funds for the Nuwara Eliya district.,Other
Help! My sister is bedridden and the water is knee deep. Location: Nuwara Eliya.,Medical
SOS: 19 people stranded on a rock in Mahaweli River. Water rising rapidly.,Rescue
Electricity restored in some parts of Kegalle. Infrastructure stable.,Utility
Requesting 500 liters of drinking water for the shelter in Kolonnawa.,Supply
The government has allocated relief funds for the Ratnapura district.,Other
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
My sister has a high fever and we are cut off by floods in Kegalle.,Medical
Is the highway open? I need to get to the airport from Colombo.,Utility
Donation needed: 2 packets of rice and curry for lunch in Wattala.,Supply
Just arrived at the shelter in Kandy. It's crowded but safe.,Other
Does anyone have extra dry rations for the camp in Nuwara Eliya?,Supply
Emergency: Wellampitiya area flooded. People stranded on top of a van.,Rescue
Donation needed: 20 packets of rice and curry for lunch in Wattala.,Supply
Rescue needed: Pregnant woman in labor at Badulla. Cannot reach hospital.,Medical
Rescue needed: Pregnant woman in labor at Badulla. Cannot reach hospital.,Medical
Requesting 500 liters of drinking water for the shelter in Matara.,Supply
My uncle has a high fever and we are cut off by floods in Nuwara Eliya.,Medical
URGENT: Landslide in Badulla. 10 houses buried. Need rescue team immediately.,Rescue
Emergency: Tree fell on a house in Ratnapura. 9 injured.,Medical
Warning: Dengue risk is high in Ja-Ela due to stagnant water.,Medical
URGENT: Landslide in Wattala. 18 houses buried. Need rescue team immediately.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
URGENT: Landslide in Matara. 17 houses buried. Need rescue team immediately.,Rescue
URGENT: Landslide in Ja-Ela. 16 houses buried. Need rescue team immediately.,Rescue
BREAKING: Water levels in Kalu Ganga (Wattala) have reached 5.7 meters. Warning!,Utility
SOS: 10 people trapped on a roof in Kandy. Water rising fast.,Rescue
We need blankets and clothes for the children at the Badulla school.,Supply
Rescue needed: Pregnant woman in labor at Ratnapura. Cannot reach hospital.,Medical
River overflow in Kegalle. Level 4.6m. Critical warning issued.,Utility
BREAKING: Water levels in Kelani River (Wattala) have reached 5.9 meters. Warning!,Utility
Electricity restored in some parts of Kegalle. Infrastructure stable.,Utility
We need milk powder and diapers for 8 babies at the Ratnapura camp.,Supply
Road block at the entrance to the highway in Badulla. Avoid the area.,Utility
Update: Kandy Road road cleared near Matara. Traffic moving slowly.,Utility
Helicopter rescue needed for a group of hikers in Ja-Ela.,Rescue
BREAKING: Water levels in Kelani River (Gampaha) have reached 4.6 meters. Warning!,Utility
We need milk powder and diapers for 12 babies at the Kelaniya camp.,Supply
I lost my ID card in the flood in Wellampitiya. What should I do?,Other
Does anyone have extra dry rations for the camp in Colombo?,Supply
Rescue needed: Pregnant woman in labor at Wellampitiya. Cannot reach hospital.,Medical
Helicopter rescue needed for a group of hikers in Badulla.,Rescue
River overflow in Matara. Level 7.6m. Critical warning issued.,Utility
My dog is missing in Ja-Ela. Has anyone seen him?,Other
River overflow in Badulla. Level 10.5m. Critical warning issued.,Utility
Warning: Dengue risk is high in Matara due to stagnant water.,Medical
Warning: Dengue risk is high in Wattala due to stagnant water.,Medical
Donation drive happening at the town hall in Colombo tomorrow.,Other
Donation drive happening at the town hall in Kegalle tomorrow.,Other
Just saw on news that Matara town is flooded. Hope everyone is safe.,Other
My uncle is stuck in a tree in Wattala (immediate danger).,Rescue
Emergency: Nuwara Eliya area flooded. People stranded on top of a van.,Rescue
Need ambulance to Wattala for an elderly person with chest pain.,Medical
The government has allocated relief funds for the Ja-Ela district.,Other
Donation drive happening at the town hall in Kegalle tomorrow.,Other
SOS: 14 people stranded on a rock in Nilwala River. Water rising rapidly.,Rescue
Need ambulance to Gampaha for an elderly person with chest pain.,Medical
Gampaha hospital is requesting drinking water and food for patients.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
Donation needed: 17 packets of rice and curry for lunch in Kelaniya.,Supply
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
The government has allocated relief funds for the Nuwara Eliya district.,Other
Emergency: Tree fell on a house in Kelaniya. 2 injured.,Medical
Help! My neighbor is bedridden and the water is knee deep. Location: Colombo.,Medical
Please pray for Sri Lanka. Stay safe everyone.,Other
The government has allocated relief funds for the Kolonnawa district.,Other
Gampaha hospital is requesting urgent medicine for 15 patients.,Medical
Emergency: Tree fell on a house in Colombo. 14 injured.,Medical
My uncle is stuck in a tree in Kandy (immediate danger).,Rescue
We need blankets and clothes for the children at the Matara school.,Supply
Need ambulance to Wellampitiya for an elderly person with chest pain.,Medical
Just arrived at the shelter in Kelaniya. It's crowded but safe.,Other
We need blankets and clothes for the children at the Colombo school.,Supply
Donation needed: 17 packets of rice and curry for lunch in Wattala.,Supply
Rescue needed: Pregnant woman in labor at Kandy. Cannot reach hospital.,Medical
URGENT: Landslide in Gampaha. 12 houses buried. Need rescue team immediately.,Rescue
Is the highway open? I need to get to the airport from Wellampitiya.,Utility
River overflow in Ratnapura. Level 6.5m. Critical warning issued.,Utility
Boat capsized in Matara. 10 people in the water. Need help!,Rescue
Emergency: Tree fell on a house in Ja-Ela. 12 injured.,Medical
River overflow in Wattala. Level 9.8m. Critical warning issued.,Utility
I lost my ID card in the flood in Kandy. What should I do?,Other
The government has allocated relief funds for the Nuwara Eliya district.,Other
Electricity restored in some parts of Ratnapura. Infrastructure stable.,Utility
Warning: Dengue risk is high in Kolonnawa due to stagnant water.,Medical
We need milk powder and diapers for 13 babies at the Ja-Ela camp.,Supply
SOS: 11 people trapped on a roof in Kolonnawa. Water rising fast.,Rescue
River overflow in Kandy. Level 6.0m. Critical warning issued.,Utility
Electricity restored in some parts of Wellampitiya. Infrastructure stable.,Utility
Update: Galle Road road cleared near Kelaniya. Traffic moving slowly.,Utility
We need blankets and clothes for the children at the Matara school.,Supply
My dog is missing in Badulla. Has anyone seen him?,Other
We are trapped in the attic in Wattala. 13 kids. Water is entering.,Rescue
BREAKING: Water levels in Kalu Ganga (Kegalle) have reached 9.5 meters. Warning!,Utility
Just arrived at the shelter in Wattala. It's crowded but safe.,Other
Helicopter rescue needed for a group of hikers in Nuwara Eliya.,Rescue
Donation needed: 19 packets of rice and curry for lunch in Ja-Ela.,Supply
Electricity restored in some parts of Kolonnawa. Infrastructure stable.,Utility
Electricity restored in some parts of Kegalle. Infrastructure stable.,Utility
Road block at the entrance to the highway in Matara. Avoid the area.,Utility
Helicopter rescue needed for a group of hikers in Kegalle.,Rescue
We need milk powder and diapers for 9 babies at the Nuwara Eliya camp.,Supply
Emergency: Kolonnawa area flooded. People stranded on top of a van.,Rescue
I lost my ID card in the flood in Kegalle. What should I do?,Other
Does anyone have extra dry rations for the camp in Badulla?,Supply
Emergency: Tree fell on a house in Kolonnawa. 5 injured.,Medical
We need milk powder and diapers for 9 babies at the Ja-Ela camp.,Supply
I lost my ID card in the flood in Ja-Ela. What should I do?,Other
My brother has a high fever and we are cut off by floods in Badulla.,Medical
Electricity restored in some parts of Nuwara Eliya. Infrastructure stable.,Utility
Just arrived at the shelter in Wattala. It's crowded but safe.,Other
Electricity restored in some parts of Kelaniya. Infrastructure stable.,Utility
BREAKING: Water levels in Nilwala River (Kegalle) have reached 7.0 meters. Warning!,Utility
Need ambulance to Kegalle for an elderly person with chest pain.,Medical
Road block at the entrance to the highway in Kolonnawa. Avoid the area.,Utility
My dog is missing in Matara. Has anyone seen him?,Other
Warning: Dengue risk is high in Wattala due to stagnant water.,Medical
Helicopter rescue needed for a group of hikers in Badulla.,Rescue
We need blankets and clothes for the children at the Nuwara Eliya school.,Supply
The government has allocated relief funds for the Badulla district.,Other
Is the highway open? I need to get to the airport from Kandy.,Utility
Gampaha hospital is requesting drinking water and food for patients.,Supply
Does anyone have extra dry rations for the camp in Badulla?,Supply
Warning: Dengue risk is high in Ratnapura due to stagnant water.,Medical
The government has allocated relief funds for the Kolonnawa district.,Other
Rescue needed: Pregnant woman in labor at Nuwara Eliya. Cannot reach hospital.,Medical
BREAKING: Water levels in Kelani River (Gampaha) have reached 10.7 meters. Warning!,Utility
Rescue needed: Pregnant woman in labor at Gampaha. Cannot reach hospital.,Medical
Donation needed: 10 packets of rice and curry for lunch in Wellampitiya.,Supply
Requesting 500 liters of drinking water for the shelter in Kelaniya.,Supply
Emergency: Tree fell on a house in Kolonnawa. 4 injured.,Medical
Helicopter rescue needed for a group of hikers in Kegalle.,Rescue
Warning: Dengue risk is high in Ratnapura due to stagnant water.,Medical
We need milk powder and diapers for 2 babies at the Nuwara Eliya camp.,Supply
The government has allocated relief funds for the Wellampitiya district.,Other
Gampaha hospital is requesting drinking water and food for patients.,Supply
Donation needed: 9 packets of rice and curry for lunch in Badulla.,Supply
BREAKING: Water levels in Kelani River (Wattala) have reached 6.4 meters. Warning!,Utility
Donation needed: 12 packets of rice and curry for lunch in Kegalle.,Supply
Requesting 500 liters of drinking water for the shelter in Badulla.,Supply
Donation needed: 15 packets of rice and curry for lunch in Kelaniya.,Supply
We need milk powder and diapers for 11 babies at the Colombo camp.,Supply
Donation needed: 4 packets of rice and curry for lunch in Kolonnawa.,Supply
We need blankets and clothes for the children at the Wellampitiya school.,Supply
Just arrived at the shelter in Nuwara Eliya. It's crowded but safe.,Other
I lost my ID card in the flood in Kolonnawa. What should I do?,Other
Requesting 500 liters of drinking water for the shelter in Kolonnawa.,Supply
Gampaha hospital is requesting urgent medicine for 2 patients.,Medical
We need milk powder and diapers for 18 babies at the Nuwara Eliya camp.,Supply
We need milk powder and diapers for 13 babies at the Kandy camp.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
Warning: Dengue risk is high in Wellampitiya due to stagnant water.,Medical
Road block at the entrance to the highway in Badulla. Avoid the area.,Utility
The government has allocated relief funds for the Badulla district.,Other
Does anyone have extra dry rations for the camp in Kolonnawa?,Supply
Just arrived at the shelter in Ratnapura. It's crowded but safe.,Other
My neighbor has a high fever and we are cut off by floods in Kandy.,Medical
SOS: 8 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
River overflow in Kandy. Level 5.3m. Critical warning issued.,Utility
Donation needed: 4 packets of rice and curry for lunch in Ratnapura.,Supply
